,open,high,low,close,volume,edit_count,sentiment,neg_sentiment,SPY_open,SPY_high,SPY_low,SPY_close,SPY_volume,QQQ_open,QQQ_high,QQQ_low,QQQ_close,QQQ_volume,ITOT_open,ITOT_high,ITOT_low,ITOT_close,ITOT_volume,VTI_open,VTI_high,VTI_low,VTI_close,VTI_volume,AMZN_open,AMZN_high,AMZN_low,AMZN_close,AMZN_volume,AAPL_open,AAPL_high,AAPL_low,AAPL_close,AAPL_volume,AMC_open,AMC_high,AMC_low,AMC_close,AMC_volume,NVDA_open,NVDA_high,NVDA_low,NVDA_close,NVDA_volume,MSFT_open,MSFT_high,MSFT_low,MSFT_close,MSFT_volume,ROKU_open,ROKU_high,ROKU_low,ROKU_close,ROKU_volume,GOOGL_open,GOOGL_high,GOOGL_low,GOOGL_close,GOOGL_volume,NFLX_open,NFLX_high,NFLX_low,NFLX_close,NFLX_volume,DOGE-USD_open,DOGE-USD_high,DOGE-USD_low,DOGE-USD_close,DOGE-USD_volume,BTC-USD_open,BTC-USD_high,BTC-USD_low,BTC-USD_close,BTC-USD_volume,ETH-USD_open,ETH-USD_high,ETH-USD_low,ETH-USD_close,ETH-USD_volume,tomorrow,target
2021-08-16,235.02333068847656,236.5,225.46665954589844,228.72332763671875,68032200,3.033333333333333,-0.0180506835446118,0.0648148148148148,431.2559963074034,433.7589425264156,429.645561612011,433.6231384277344,73740000,363.0502126571151,364.3832257004887,359.1300947938492,364.34375,34856900,98.73996463825311,99.13787841796875,98.27412266696487,99.13787841796875,1208700,222.5419598624325,223.2886840348495,221.37824329600974,223.27899169921875,3193200,164.14999389648438,165.0,160.55650329589844,164.94949340820312,66394000,147.03946008591697,149.6626991664759,144.99037883211213,149.59339904785156,103296000,33.849998474121094,36.18000030517578,32.709999084472656,35.689998626708984,86506600,201.04685145250306,202.5645519550003,194.23711240182593,199.1996307373047,21087600,288.03112710170194,289.6324509519979,284.9168921928894,289.41632080078125,22507600,356.8599853515625,362.989990234375,344.8299865722656,356.5799865722656,4382800,137.52499389648438,138.3625030517578,135.2989959716797,138.3094940185547,22384000,515.239990234375,523.3800048828125,512.2999877929688,517.9199829101562,2032800,0.34016498923301697,0.35095301270484924,0.31082800030708313,0.3207150101661682,6681324187,47019.9609375,47998.09765625,45700.3203125,46004.484375,32776876610,3309.422119140625,3333.994873046875,3139.778564453125,3156.509521484375,23080039949,221.90333557128906,0
2021-08-17,224.22000122070312,224.86000061035156,216.27999877929688,221.90333557128906,71163900,3.0,-0.0180506835446118,0.0648148148148148,430.9746192027895,431.6731205955938,427.6858627827972,430.7806091308594,92673900,361.54925775633933,362.53669258846594,358.6659649216366,361.1345520019531,44793900,98.51674340634806,98.61379319266165,97.63357332071894,98.36145782470703,1349400,221.8049397193135,222.115257227203,219.92359081115126,221.6206817626953,3735100,163.875,164.02450561523438,161.28399658203125,162.09800720214844,67758000,148.71237980329468,150.14772895468312,147.58389663062397,148.67279052734375,92229700,34.9900016784668,38.779998779296875,34.59000015258789,37.15999984741211,86868900,196.55365040253116,197.4023615946044,192.37993542779404,194.2870635986328,20458500,287.2452337391763,288.2669127178758,285.95825640721324,287.9230651855469,20075300,353.70001220703125,366.3699951171875,350.3999938964844,357.0400085449219,4708600,137.75,138.2655029296875,136.08200073242188,136.6614990234375,21716000,515.469970703125,520.7899780273438,514.2000122070312,518.9099731445312,2309800,0.31963101029396057,0.339462012052536,0.2957629859447479,0.29944199323654175,5699700481,45936.45703125,47139.5703125,44512.41796875,44695.359375,33451362600,3149.38037109375,3288.812744140625,2996.46826171875,3014.845947265625,25509056745,229.663330078125,1
2021-08-18,223.25,231.92333984375,223.11666870117188,229.663330078125,61048200,2.966666666666667,-0.0180506835446118,0.0648148148148148,429.7327983643731,431.3529436539035,425.8134577997364,426.065673828125,89351900,360.5914657867443,362.01337443863525,357.3230587125825,357.6587829589844,38541900,98.1188299406649,98.49732929148016,97.3133026435251,97.39094543457031,1362200,221.21337269188538,221.91160555299555,219.22534898448714,219.40960693359375,3194100,162.09950256347656,162.7050018310547,160.0,160.06100463867188,56086000,148.28672121259353,149.19742554647362,144.6735845036147,144.8814697265625,86326000,37.31999969482422,38.70000076293945,36.4900016784668,36.54999923706055,57948000,194.7064229726847,196.04440191497793,189.7139505887697,190.11334228515625,28591300,287.45063547216097,290.1869469101117,285.7084315817043,286.1612243652344,21813000,357.70001220703125,358.7950134277344,344.5,344.7200012207031,3070400,136.5,137.10450744628906,135.32150268554688,135.44900512695312,19258000,520.0,526.3800048828125,518.6500244140625,521.8699951171875,2582000,0.2992030084133148,0.3242270052433014,0.28201600909233093,0.3037390112876892,6347995770,44686.75,45952.0625,44364.02734375,44801.1875,32194123075,3011.963623046875,3124.97607421875,2959.0283203125,3020.08984375,21539248425,224.49000549316406,0
2021-08-19,226.07000732421875,228.85000610351562,222.52999877929688,224.49000549316406,42940500,2.8666666666666667,-0.023626802371478,0.0648148148148148,423.2425764818895,427.9671787903157,423.09706153746686,426.7253723144531,92812200,355.6937830868479,361.0851689335452,355.43704038277457,359.38677978515625,48499400,96.67278153624167,97.65300154697019,96.57573173618715,97.34243774414062,1108700,217.92586831233058,219.96238331359373,217.6155360160603,219.2447509765625,3964500,159.7010040283203,161.64999389648438,159.1230010986328,159.3874969482422,75658000,143.56492008300657,146.5049186452733,143.04027529893236,145.21804809570312,86960300,36.59000015258789,36.779998779296875,33.33000183105469,33.81999969482422,47920600,194.6464990380293,204.64142240800908,187.3375127820136,197.68191528320312,76655500,284.1532819409603,292.79530434380126,284.1040796987319,292.1062927246094,29850500,342.05999755859375,352.0,340.0,343.3500061035156,3561700,134.4355010986328,136.3524932861328,134.25,135.67999267578125,21782000,522.739990234375,548.3900146484375,521.8699951171875,543.7100219726562,7497300,0.3033759891986847,0.31901800632476807,0.2940880060195923,0.3171440064907074,3760495939,44741.8828125,46970.76171875,43998.31640625,46717.578125,37204312299,3019.126953125,3184.435546875,2963.150146484375,3182.7021484375,19546290360,226.75332641601562,1
2021-08-20,227.61666870117188,230.7100067138672,224.56666564941406,226.75332641601562,44525700,2.6666666666666665,-0.0180810358854161,0.0592592592592592,427.0843997532718,430.4604652930093,426.579908410516,430.12091064453125,72008700,360.4729110780432,363.5142268452354,360.15692474018397,363.109375,39486000,97.50740906135265,98.25470055870632,97.28418788948521,98.19647216796875,917600,219.47751897632057,221.2909772457443,219.18658612304083,221.21339416503906,2655100,160.19349670410156,160.3905029296875,158.78799438476562,159.99749755859375,67168000,145.9505696330517,146.99985914013703,145.29723330064732,146.6929931640625,60549600,33.900001525878906,34.599998474121094,32.20000076293945,34.40999984741211,55432600,199.60903903226824,208.33587120612842,199.0299103943164,207.84661865234375,67574100,295.00992864756864,301.03374859782775,293.3760117921067,299.5769958496094,40817600,347.17999267578125,351.7300109863281,342.80999755859375,351.20001220703125,2890100,136.0,137.5540008544922,135.25,137.42950439453125,31194000,545.0900268554688,551.3900146484375,539.0999755859375,546.8800048828125,3776400,0.3175710141658783,0.33322298526763916,0.31414198875427246,0.32749098539352417,3512291078,46723.12109375,49342.15234375,46650.70703125,49339.17578125,34706867452,3182.16259765625,3298.24658203125,3178.103759765625,3286.935302734375,20885619828,235.43333435058594,1
2021-08-23,228.47999572753906,237.3766632080078,226.9166717529297,235.43333435058594,60794700,2.4,0.0028776197521774,0.0592592592592592,431.8672120575573,434.8455467983239,430.19857128612705,433.9045104980469,54973000,364.16595450678005,369.2413840148684,364.1561006496473,368.5403137207031,34034700,98.66233099132359,99.35139416417775,98.64291658959544,99.1864013671875,863900,222.1443747594223,223.76388271431864,221.8631342441794,223.35658264160156,3180600,160.59500122070312,164.0449981689453,160.50050354003906,163.2935028076172,65362000,146.8117807303015,148.67279394027287,146.39602535236776,148.19764709472656,60131800,35.029998779296875,37.93000030517578,34.400001525878906,36.779998779296875,75319300,209.39426993211362,219.6388171186373,209.1845794017468,219.24940490722656,57580700,298.48449448554913,300.60070171172936,297.1065011781296,299.86248779296875,22830200,356.47698974609375,361.0,351.75,358.0,3404800,137.96949768066406,140.87449645996094,137.6074981689453,140.04150390625,28454000,545.97998046875,555.5499877929688,543.739990234375,553.3300170898438,2602000,0.31492599844932556,0.3280940055847168,0.3133679926395416,0.3179140090942383,2836628655,49291.67578125,50482.078125,49074.60546875,49546.1484375,34305053719,3241.357421875,3373.38427734375,3235.851318359375,3319.25732421875,20511110509,236.163330078125,1
2021-08-24,236.89332580566406,238.4066619873047,234.2133331298828,236.163330078125,39249300,2.7666666666666666,0.0053184644541756,0.0622895622895622,434.59326171875,435.1462481722196,434.05969699745066,434.59326171875,38744700,369.1426763093921,370.2782204695841,368.66869668739645,369.666015625,21732900,99.39020192433053,99.61341568260029,99.30285193739002,99.45813751220703,1061000,223.88024579801186,224.41362021580466,223.69598783573258,224.1517791748047,2772300,164.0,165.77450561523438,163.72900390625,165.28900146484375,51036000,147.94027015852026,149.3360301247731,147.64329770330636,148.10855102539062,48606400,37.189998626708984,48.20000076293945,36.349998474121094,44.2599983215332,228489600,217.20247602773304,219.25937196322934,215.02576564498526,217.60186767578125,29729900,300.2266890947116,300.8467936350466,297.2541583251414,297.8644104003906,18175800,363.05999755859375,364.2300109863281,352.1400146484375,356.82000732421875,2929400,140.6114959716797,142.0800018310547,140.3385009765625,141.26150512695312,19268000,551.47998046875,555.3099975585938,549.27001953125,553.4099731445312,2109500,0.3183859884738922,0.31975701451301575,0.2777769863605499,0.28873899579048157,3143768703,49562.34765625,49878.76953125,47687.1171875,47706.1171875,35361168834,3324.85546875,3358.688232421875,3154.121337890625,3172.456298828125,20131028906,237.06666564941406,1
2021-08-25,235.67666625976562,238.99000549316406,234.6666717529297,237.06666564941406,37936800,2.7666666666666666,0.0384350395363187,0.0289562289562289,434.78729446062096,436.0387527010614,434.39921509900057,435.50518798828125,40529700,369.92269861582156,370.6731586959273,369.16235454494023,370.0905456542969,20441900,99.59401687502476,99.90458064576475,99.4387312874426,99.78811645507812,1129700,224.39424708233759,225.00520465055493,223.99663930627676,224.79185485839844,2897000,165.49349975585938,166.0500030517578,164.3074951171875,164.95899963378906,33606000,148.2966315690722,148.80148926576854,146.3069418307787,146.8612823486328,58991300,44.900001525878906,48.29999923706055,43.16999816894531,43.959999084472656,209271500,217.0427197178625,224.36168539245494,216.89295165435172,221.79556274414062,34770100,299.51802998529394,299.80348115696137,295.6990279317707,297.2640380859375,20006100,356.3599853515625,359.8900146484375,352.5199890136719,353.4700012207031,2109400,141.625,142.1894989013672,141.37600708007812,142.07899475097656,15848000,550.1599731445312,552.8400268554688,545.4500122070312,547.5800170898438,2065600,0.289218008518219,0.29681500792503357,0.27999499440193176,0.29222598671913147,2518743227,47727.2578125,49202.87890625,47163.61328125,48960.7890625,32646349931,3174.269775390625,3248.727294921875,3086.114990234375,3224.915283203125,18902728235,233.72000122070312,0
2021-08-26,236.10333251953125,238.46665954589844,232.5399932861328,233.72000122070312,39642900,1.9333333333333331,0.0682257410051043,0.0289562289562289,435.21412959264876,435.4566643911395,432.837306331219,432.934326171875,57829600,369.22163070370544,369.9128169776719,367.2961208055535,367.740478515625,29133300,99.68135508663723,99.7784048724014,99.09904896762815,99.16698455810547,1275800,224.617256069295,224.7821145575528,223.2014056183944,223.28868103027344,3352000,164.9499969482422,166.60000610351562,164.8000030517578,165.8000030517578,41976000,146.85139070411697,147.61360137369863,146.01986481193788,146.049560546875,48597200,42.790000915527344,44.779998779296875,40.06999969482422,40.310001373291016,109710200,221.66576778926773,223.06365392424294,217.57193445198632,220.34774780273438,23794000,296.2599979659618,297.6773710820239,294.25207774987473,294.3898620605469,17666100,352.3699951171875,367.7900085449219,351.19000244140625,352.0,4381700,141.75,142.41749572753906,141.35699462890625,141.4405059814453,20610000,546.1599731445312,552.5999755859375,545.9000244140625,550.1199951171875,1595500,0.29279398918151855,0.29600200057029724,0.2653129994869232,0.2689090073108673,2410285454,49002.640625,49347.58203125,46405.78125,46942.21875,32666549568,3228.747314453125,3249.6552734375,3060.228759765625,3100.325439453125,17405668117,237.30667114257812,1
2021-08-27,235.0,238.3333282470703,234.03334045410156,237.30667114257812,41501400,2.0,0.0641094831786171,0.0356228956228956,433.76860503599187,437.19319499617256,433.71039905643164,436.8051452636719,77235100,368.38225923365576,371.8283965859012,367.88854189910535,371.31494140625,27104700,99.39020700020708,100.30248388336408,99.39020700020708,100.21514129638672,834800,223.82206844214087,225.89736776416305,223.69599408601468,225.69371032714844,3749800,166.6614990234375,167.61599731445312,165.6875,167.48150634765625,48048000,145.99016556630733,147.24734036545107,145.34673785194698,147.09886169433594,55802400,40.0099983215332,41.58000183105469,39.38999938964844,40.84000015258789,72507400,221.5059815973313,226.87788604305038,221.33623938716363,226.01918029785156,30472200,294.2914097515144,296.14187065446606,292.1653502058677,295.00994873046875,22605700,355.1600036621094,359.94000244140625,352.8599853515625,357.0299987792969,2263800,141.65249633789062,144.5124969482422,141.4969940185547,144.00399780273438,28780000,551.5999755859375,564.1699829101562,549.25,558.9199829101562,3252600,0.26881900429725647,0.29484501481056213,0.265392005443573,0.29443299770355225,2382150423,46894.5546875,49112.78515625,46394.28125,49058.66796875,34511076995,3096.406005859375,3281.840576171875,3064.485107421875,3270.600830078125,18489602004,243.6366729736328,1
